text	label
查询 明天 江西 一带 是否 会 降雨	6
快给我 放 把酒 问月 这首 诗	9
日本 动漫 魔鬼 恋人 第二季 给 我 找 一下	0
后天 早上 8 点 背单词 闹钟 帮 我定 一下 。	4
变形金刚 三 首日 票房 过 亿创 历史 新纪录 图	0
我 想 看 一会 去年 上线 的 推理 剧 可以 吗	5
我要 去 北京 东站 快点儿 告 我 怎么 走 啊	7
帮 我 打开 吉林 综艺 看看 有 什么 依据 节目 看	11
播放 化学 教学 视频	0
麻烦 打开 一下 上周五 凌晨 五点 广东 卡通 播过 的 卡通动画 吧	0
云南 娱乐 九点钟 到 十点钟 播放 什么 节目 帮 我 看 下	11
至于 礼物 小 表示 还 在 考虑 当中 到 时 你们 就 会 知道 了	10
穿越 火线 cf 直播 的 视频 帮 我 搜索 并 回放	0
能否 帮 我 看看 今天 广西 公共 活力 剧场 有 什么	11
打开 宠物 喂食 器 ， 让 它 自动 给 狗狗 喂食	2
下午 三点 的 时候 千万 别忘了 提醒 我订 饭店	4
打开 导航 ， 去 南宋 御街 哦	7
慕尼黑 机场 上午 3 点 起飞 去 上海 的 机票 还有 吗	7
导演 会教 我 很多 说 到 能量 来源 我 觉得 最 重要 的 还是 你 的 经历	5
播放 沈腾 的 小品 马丽 碰瓷 沈腾	0
这个 月 音乐 排行榜 第一 的 歌曲 单曲 循环 一下 吧	1
打开 工商银行 个人 网上银行	3
查查 杭州 飞 广州 的 飞机 是 12 点 的 吗	7
可以 随机 来 一首 周炫 美的 韩语 歌曲 吗	1
广播剧 微微一笑 很 倾城 的 番 外帮 我播 一下	0
明天 悉尼 穿 衬衫 出去 可以 吗	6
查询 未来 一周 包头 紫外线 指数 会 偏 高 吗	6
李一 从 神仙 的 宝座 跌落 凡尘 后 他 的 许多 明星 好友 也 纷纷 被 媒体 曝光	5
回放 一下 5 月 26 上午 播出 的 远方 的 家 2021 - 53	11
广州 卖 小玩意 的 较 多 的 是 哪里	6
请 在 7 : 30 叫 我 起床	4
福利彩票 双色球 开奖 结果	9
我 想 听 一下 张爱玲 的 金锁记	5
你们 那儿 现在 多少度 啊	6
能 给 我 听 那个 教育 类 的 广东 人民 广播电台 教育 之声	3
空调 调成 28 度 行不行 嘛	2
河北 廊坊 是 沙尘暴 多发 地区 吗 ？	6
是 啊 超 搞笑 的 虽然 我 是 中学生 但 在 我们 学校 都 喜欢 看 天天向上	5
你 知道 英雄 联盟 的 比赛 直播 在 哪 看 吗	0
提醒 我 周六 上午 去 公司 加班	4
预约 下 明天 早上 八点 开启 电饭煲 然后 调 到 煮粥 模式	2
胡可 自立门户 华谊 捧 唐山 挽留	3
山东 卫视 播完 问政 山东 后 会 播放 什么 节目 帮 我 看 下	11
给 我 看看 明天 石家庄 穿 什么 合适	6
江苏 如皋 柴湾 平园池 十五 组 刘建华	3
播寻 隐者 不遇 这首 古诗 来 听	1
现在 请 循环 播放 守株待兔 这个 故事	9
我 想 让 阳光 照进来 ， 帮 我 打开 窗帘 吧	2
2021 年 都市 爱情 电视剧 我 的 小 确幸 的 幕后 故事 幸 播放 一下	0
回放 2018 年 7 月 25 日 绝地 求生 全球 邀请赛 的 视频	0
铃木 浩介 导演 的 2020 年 播出 的 电视剧 铁之骨 播放 一下 吧	5
想 看主播 有情 ， 今天 晚上 还播 吗 帮 我 看 下	11
播放 南拳 妈妈 的 经典 驻马店 西给 我 听	1
甘肃 预报 气温 如何	6
打开 主卧 的 空气 净化器 吧	2
循环 播放 古诗 青溪	1
现在 能 不能 帮 我 看看 农历 的 四月 初五 是 端午节 还是 清明节	8
已经 到家 了 哈哈 可爽 了	10
八点 二十八分 的 有 啥 说 啥 文旅 郑州 还 能 重播 不帮 我 看 下	11
随机 来 一首 钢琴 弹奏 的 曲子 给 我	1
你 能 给 我 收听 一个 频率 是 八七 点五 的 珠海 人民 电台 第二台 吧	3
帮 我 把 蒸 烤箱 切换 到 热风 烧烤 吧 ， 想 烤鸡 翅 吃	2
来看 一会 杨幂 的 扶摇 的 20 集 吧	5
告诉 我 周四 到 周六 丽水 那里 有没有 特 大暴雨	6
赶快 查下 日历 昨天 的 农历 究竟 是 多少 啊	8
鱼味 男孩 的 往期 视频 回放	0
给 我 播放 灵异 类 的 有声 漫画	0
你 能 把 2020 年 的 电视剧 琉璃 放 一下 么	5
帮 我查 一下 元旦 的 农历 是 哪天	8
范冰冰 的 金大班 给 我 播出 一下 呢	5
帮 我 记 一下 6 月 20 号 交 话费	4
他 还 爆料 说 本山 传媒 剥削 小 沈阳 等 徒弟	0
请续 播爵迹 的 第五章	5
超级 翁婿 播放 一下	5
播放 人民 广播电台 董卿 主持 的 节目	3
查 一下 明天 甘肃 空气质量 怎么样	6
查看 我国 传统节日 重阳节 是 几月 几号 啊	8
对不起 对不起 对不起 我 永远 都 欠 你	1
世界 无烟日 在 这个 月 星期 几	8
这时候 把 客厅 的 灯来 个 温馨 模式 吧	2
能 不能 直接 来 一个 推理 剧 风声 呢	5
什么 样子 电影 属于 黄色电影	5
请 帮 我 看 一下 旁边 有没有 什么 公交车	10
我要 听 你 也 分 你 要 分手 也 无所谓	1
几月 几号 是 采花 节	8
昨天 9 点 30 左右 在 中央 9 套 播出 的 跨过 鸭绿江 帮 我 放 一下	11
四百 九十六 除 一百零二	10
有没有 剧情片 美国 的 看 一下 恐怖 一点 的 最好	5
接下来 我要 听 林俊杰 的 我们 很 好	1
播放 陈然 在 5 月 17 日 拍摄 杂志 封面 的 现场 花 的 视频	0
5 月 1 日 的 今日说法 帮忙 打开 一下 。	11
播放 梁朝伟 主演 的 花样年华 。	5
给 我 一份 近 三天 昆明 室温 变化 表	6
循环 收听 频率 是 九五 点 三 的 官方 电台	3
重播 一下 宋 小宝 小 沈阳 的 小品 以貌取人	9
1981 年 的 动漫 三个 和尚 给 我 播放	0
妻子 的 浪漫 旅行 在 哪个 频道 播出 帮忙 搜 搜	11
热血 江湖 V 二点 一 版本 主角 简介	11
请 帮 我 播放 我 最 喜欢 的 喜剧 功夫	5
给 我 找 科幻 题材 的 钟馗 传说 看看	5
我要 你 关掉 自动 报警 系统	2
明天 香山 几度 能 看到 红叶 吗	6
能 不能 放 一下 过去 现在 时 里面 的 眼泪	1
继续 播放 谭松韵 出演 的 八月 未央	5
帮 我 打开 客厅 摄像头 吧	2
请 记得 在 22 点 通知 我 回 我 妈妈 电话	4
我 想 看 广东 体育 的 体育赛事 帮 我 找 一下	0
能 找到 一个 2009 年 的 美剧 播放 吗	5
播放 明天 江西 是否 有 冰雹	6
帮 我 把 取暖 温度 调到 29 度	2
赶紧 查查 去往 汕头 的 高客 是不是 已经 发车 了 呀	7
快点 播放 郝云 的 活着	1
周六 海南 湿度 多少	6
许嵩 的 有何不可 立刻 放 一下 给 大家 听	1
续播 推理小说 无罪 之证 的 第三章	5
现在 查查 19 点有 淄博 始发 的 高客 不	7
给 播放 梁凡 的 阿楚 姑娘	1
香港 那边 儿 的 90 年代 前期 电影 播放 一个	5
经济 之声 的 内容 按 列表 播	3
最优 的 自驾车 去 拉萨 的 路线 是 哪条	7
快点 指点 我 一下 汽车 去 公园 的 最 短路线	7
请播 今夜 宜有 彩虹 这部 推理小说 来 听	9
我 想 规划 4 月 3 日去 北京 的 旅游 路线	7
播放 古诗 夜宿 山寺 给 大家 听	1
因为 很多 时候 我 不是 我 我 只是 大家 理解 想象 猜测 的 范冰冰	5
几月 几号 是 接吻 节	8
小年 是 农历 的 哪天	8
3 月 27 号 是 农历 的 几号	8
放 一下 嫦娥奔月 这个 故事 给 我 听	9
6 月 21 号 提醒 我 乔慧敏 的 生日 请 不要 忘记 了	4
千与千寻 于 2001 年 7 月 20 日 在 日本 上映	5
成人节 是 什么 时候	8
今天 环境湿度 较 重 气象局 建议 减少 户外活动	6
台灯 有点 暗 ， 帮忙 把 亮度 调亮些	2
马上 循环 播放 最 宝贵 的 礼物 这个 故事	9
农历 的 什么 时候 是 植树节	8
别忘了 在 6 : 50 叫 我 收 被子	4
一会 长江 周边 可能 会 下雨 吗	6
七月份 的 郑州 也 太 热 了 吧 今天 多少度	6
放 一下 赵本山 小 沈阳 的 小品 不 差钱 吃饭 时候 听	9
那些 我 都 知道 只是 不 晓得 怎么 才能 安心	10
上个月 的 26 号 体育赛事 帮 我 回 放下 吧	0
刘大壮 唱 的 秋天 不 回来 听 一下 吧	1
你 总是 有 得 玩儿 有 得 喝 就 没管 没顾	10
今天 西柏坡 天气 怎么样	6
找 几个 李宁 体操比赛 的 视频 来看	0
最快 去 机场 应该 走 哪里	7
安琪 在 文艺 台主播 的 摩登 G 大调 听听 它	3
昨天 傍晚 的 火烧云 真的 太漂亮 了	6
我 想 听 南京 广播电台 王丽 的 音乐 之声	3
不好意思 手机 没 钱 罢工 了 有 机会 再聊	2
我 想 听 东郭先生 和 狼 的 故事	9
彩铃 怎样 来 取消 还有 无线 音乐 俱乐部 的 套餐 是 什么	7
来 一首 可以 让 我 快速 入睡 的 钢琴曲	1
王一博 参加 快乐 大本营 的 幕后 花絮 有 吗	0
今年 的 爱 上 男声 FM 可以 播放 给 我 听听 吗	3
是不是 能 给 我 来 一个 频率 是 一零 四点 六 的 天津 人民 广播电台 文艺 台	3
帮 我播 一下 亲爱 的 热爱 的	5
山西 卫视 的 天气预报 什么 时候 进行 啊 帮 我 看 下	3
创建 明天 晚上 8 点去 直播 的 闹钟	4
帮 我 把 剃须刀 关了 吧 。	2
看 一下 上海 明天 下午 五点 的 降水 概率	6
重庆市 庆铃 汽车 销售 公司	3
提醒 我 明天 中午 一点 喝药	4
快乐 生活 一点 通 昨天 有 播放 吗 帮 我 看 下	11
帮 我 删除 30 号 去 商场 买 衣服 的 提醒	4
麻烦 给 我 播放 刘琮 主役 的 广播剧	9
罗嘉良 九九九 娶 苏岩 将 到 欧洲 度蜜月 图	10
我 想要 看 杨 幂 和 刘恺威 演唱 的 把 我 唱 给 你 听 的 现场版 视频	0
现在 北票 下雪 呢 吗	6
大 生活 家 每天 都 会 在 七点 四 十分 播放 吗 我 想 看 下	11
快点 查询 还有 飞 英国 哪里 的 飞机票	7
何庆魁 说 有 个别 媒体报道 说 我 与 王璐瑶 闹 绯闻 真是 无中生有	5
我 想 看 2021 年 CBA 总决赛 广东 VS 辽宁 那 一场 比赛 视频	0
播放 一下 宋 东野 的 董 小姐	1
我 需要 设置 一个 2 号 上午 9 点 跟 朋友 打篮球 的 闹钟 。	4
昨天 香港 某 娱乐 媒体 刊发 了 章子怡 和 前男友 霍启山 复合 的 新闻	0
随机 播放 一个 法语 古典 乐给 我 呢	1
现在 播放 红海 行动 这部 动作片	5
打开 下午 六点 的 明理 说法 。	3
给 我 把 收音机 打开 。	2
非诚 勿扰 迎来 宝岛 绅士 光头 男笑 称乐嘉 二叔 图	0
什么 时候 是 忏悔 节	8
帮 我 播放 痛仰 乐队 的 不要 停止 我 的 音乐 里面 的	1
快点 找 出来 电视剧 龙门 镖局 里面 的 搞笑 视频	0
给 我定 个 明天 6 : 30 的 闹钟	4
铁三角 主演 的 铁齿 铜牙 纪晓岚 第五 季 为什么 没有 了	5
我 的 晕倒 你 还 没 过江 啊 孙 总 赶紧 的 我 都 等 一个 钟头 了	5
给 我 随机 播放 一个 宝石 老舅 歌 吧	1
速度 查查 8 月 15 日 是 星期 几	8
回忆 过往 前男友 吴大维 曾 说 孟广美 背负 的 多 过 她 需要 还 的	5
给 我 查查 明天 有 去 深圳 的 和谐 号 吗	7
失眠 的 猫 过来 蹦 哒 蹦 哒	1
收听 频率 是 一零 二点五 的 体坛 夜话	3
明天 要 补回 今天 的 不足	6
我 在 上班 一会儿回 你 电话	10
我 想 听 百万英镑 小说 的 英文版	9
听听 音乐 早餐 好像 是 上海 动感 101 的	3
在 防城 有没有 是 专门 卖 一些 比较 胖 的 初中生 穿 的 衣服 的 店 啊	4
我要 看 法国 小提琴家 蒂博 演奏 的 小提琴曲	0
就 听 FM103.9 的 交通广播	3
告诉 我 后天 的 农历 是 几号	8
将 电视机 的 声音 调小	2
几月 几号 是 古尔邦节	8
30 分钟 后 打开 空气 净化器	2
安徽 台开 先例 提出 三国 卫视 概念	3
有没有 日语 比较 治愈 的 歌曲 给 我 呢	1
以后 不用 在 凌晨 5 点 叫 我 起床 了	4
重新 播放 前天 的 十分 好球	3
我 的 话费 每月 交 五十块 不管 打 不 打 都 是 一样 收费	4
继续 播放 一下 我 在 看 的 肖战 的 那部 电视剧	5
我 老婆 现在 不 开心 了 怎么办	10
给 我 指 一条 不 走 国道 的 去 沈阳 路线	7
这时候 还 不 饿 ， 帮 我 把 电饭煲 开启 保温 功能 等 下 再 吃 吧	2
我 这屋 空调 调低 3 ℃ 啊	2
快点 我 需要 去 电视台 ， 如何 走 红绿灯 才 最少 呢	10
去死吧 我 不要 跟 你 说话	10
发烧 前 头痛 发烧 后 吃药 了 就 退烧 是 猪 流感 吗	10
冰箱 开启 食材 过期 提醒 吧 ， 记得 提醒 我 过期 食物 哦	4
山西 社会 与 法治 的 公民 与 法 给 我 播放 下	11
查看 一下 12 点有 上海 飞 莫斯科 的 飞机 吗	7
方力申 则 在 秀 场上 表示 日常 不是 很 喜欢 打扮	5
帮 我 设置 一下 29 号 下午 3 点去 美容院 的 行程 。	4
请 你 提醒 我 5 月 6 号 将 商品 下架	4
银川 今明 没有 冰雹 吧 还 没有 收 果子 呢	6
播 一下 广播剧 破云 第一季	5
我要 查看 一下 明天 会 有 大 冰雹 吗	6
给 空调 定一 小时 后 关闭	2
给 我 找 一下 美国 动漫 宇宙 小子 的 剪辑版 精彩视频	0
几月 几日 是 劳动节	8
播放 一个 寓言 田螺 姑娘 来 听	1
美国 动作片 儿 可以 给 我 播放 一个 看看 吗	5
回看 国防 军事 国防 微 视频 - 军歌 嘹亮 - 青春 迷彩 谣	0
我 需要 知道 萍乡 明天 的 温度 是 多少 。	6
记者 获悉 央视 每年 的 购剧 数量 在 二 零零 零集 左右	10
昨天上午 10 点 是 短跑 跨栏 比赛 吗 ， 快给我 看看	0
查询 周五 汶川 湿度 怎么样	6
放 一个 大闹 天空 的 故事 给 我 听	9
帮 我 放 一下 88 点 2 中国国际广播电台 的 节目	3
你 赶快 查 一下 今年 的 劳动节 是 星期 几 呢	8
现在 将 冰箱 的 冷冻室 温度 设定 为 - 18 ℃	2
5 月 30 日 是 农历 几月 几日	8
言语 之间 古天乐 一直 把 拐杖 抓得 很 紧 貌似 在 强忍 疼痛	1
围裙 粉丝 他 给 粉丝 下 最后通牒	5
听小航 艾凯 主持 的 全民 大富翁	3
播放 七十年代 流行歌曲 我 爱 这 蓝色 的 海洋	1
是不是 能 来 一个 搞笑类 的 今年 上线 的 电影 呢	5
查 一下 6 月 8 日 从 江门 去 保定 的 火车 是否 还有 余票 。	7
我 想要 删除 9 号 和 今天下午 5 点 的 备忘录	4
帮 我 查询 一 下下个月 一号 是 农历 几月 几日	8
现在 山寨 版 春晚 已 得到 一些 商家 支持 比如 提供 场地 网络资源 等	10
晚上 回去 记得 走 的 快点 哈	6
回放 广州 竞赛 今天 零点 的 体坛 点击 吧 我 想 看 下	0
播放 大陆 艺人 范冰冰 的 电视剧	5
订 三张 明天 早上 沈阳 飞 成都 的 机票	7
FM94.0 上海 五星 体育 广播 帮 我 放 一下	3
讲 一个 英文版 的 不 爱 笑 的 公主	1
南 都 其实 你 很 内敛 懂得 控制 自己	6
我 想 听 小品 岳父 大人	9
播放 赵英俊 的 送 你 一朵 小红花	1
十点 半 的 环球 综艺 有 什么 综艺 看	11
口碑 之下 该片 还 火速 走红 网络	10
我 想 重温 一下 2014 年 7 月 14 日 的 世界杯 决赛	0
我 想 随便 听 一个 德语 的 歌曲 呢	1
现在 给 我播 恰克 . 帕拉 尼克 的 恐怖 小说 肠子 德语 版	9
快点 查查 中秋节 是 10 月 15 日 吗	8
查下 日历 后天 是 个 什么 节	8
请 记得 在 5 月 10 号 上午 十一点 提醒 我 做 推送	4
我 想 听 中央广播电台 的 千里 共 良宵	3
哪天过 圣诞节 来 着	8
提醒 我 下个 周末 下午 1 点钟 订 蛋糕 。	4
人物周刊 感觉 你 平时 在 媒体 面前 很 低调	3
立刻 给 我 查查 大理 去往 贵阳 的 动车 今天 有 吗	7
请问 减肥 有 什么 好 方法 吗	10
是不是 能 随便 来 一首 二胡 弹奏 的 曲子	1
来 一个 台湾 剧 新白娘子 传奇 吧	5
查询 明天 江苏 会 下雨 吗	6
放 一个 郭冬临 的 小品 大年三十 来 听 一下	9
去年 5 月 30 日有 什么 推理 型 的 纪录片 看 吗	0
请放爱 上 男声 FM	3
安尔乐 的 保护 体贴 又 周到	3
放 幽默小说 变色龙	9
能 不能 播放 太阳 的 后裔 的 最后 一集 啊	5
请 循环 播放 古诗 江上 吟	1
那 还 不是 因为 你 吗 你 啊	10
放 一下 经济 类 的 扬州 人民 广播电台 经济 台	3
悲伤 的 钢琴曲 放 一首 吧	1
重庆 气候 稳定 吗	6
明天 宁夏 这边 湿度 百分之 多少 啊	6
帮 我 回放 国防 军事 频道 兵器 面面观 - 2021 - 90 节目	11
卡通 现在 有 什么 节目 可以 打发 时间 我 想 看 下	10
现在 去 桐城 穿 长裤 还是 短裤 合适	6
给 我 放 一下 野史 下酒   恶霸 波 主持 的 那个	3
找 一个 比较 恐怖 的 日本 电影	5
问 道歉 是否 因 觉得 影响 了 她 的 形象	10
去 关掉 洗碗机 。	2
我 想 试试 空气 净化器 的 强风 功能 可不可以	2
现在 开始 请 循环 播放 一下 神笔 马良 这个 故事	5
暖风 再 往 高调 一下 客厅 空调 的	2
龚 琳娜 的 神曲 忐忑 可以 循环 播放 不	1
有些 事 不是 你 想 的 那么 简单	10
帮 我 取消 4 个 小时 之后 关闭 设置 的 提醒	4
我 现在 想要 听岳云鹏 的 爆笑 相声 你 最红	9
一九八九年 小虎队 持续 六个月 的 二零场 巡演 演唱会 场场 爆满	1
搞笑 有声 漫画 播 一个 给 我	10
亲爱 的 你 在 哪里 现在 接着 放 吧	5
算百润 股份 当前 的 成交额	3
是不是 能 帮 我 看看 三月 八日 和 三月 九日 哪个 是 妇女节	8
现在 开始 循环 播放 草 这首 诗	1
帮 我 播放 单田芳 的 评书	9
把 灯 亮度 调节 成 百分之四十	2
这 周五 下午 四点 的 勇者胜 播放 了 吗 帮 我 看 下	11
查 一下 从 我 学校 到 路桥 国际 的 路	7
继续 播 恐怖 小说 天堂 与 地狱 之间 的 第五章	9
给 我 放 李晨 王晓晨演 的 幸福 里 的 故事	5
感情 的 事 是 不能 强求 的	10
智能 闹钟 的 早上 10.00 改为 下午 10.00 吧	4
连云港 淮海 工学院 贴 吧	3
今天 浙江 东部 可能 会 下雨 吗	6
取消 下周一 下午 3 点 的 提醒	4
打开 湖南 公共 ， 给 我 回放 一下 我 超爱 的 少林寺 传奇	5
按照 顺序 播放 我 收藏 的 专辑 苏 格拉 没有 底 里面 的 歌曲	1
百家讲坛 - 2021 - 147 这期 节目 在 哪个 频道 直播 呢	11
我 想 看看 三生 三世 枕上 书 的 第三十 集 可以 不	5
其实 我 平时 真的 不怎么 保养 但是 我 的 生活 很 健康	10
请 告诉 我 9 月 18 日 是 农历 7 月初 17 还是 7 月 18 呢	8
随机 播放 一首 小提琴 演奏 的 轻音乐 吧	1
从来 没有 拿 过 我 的 好 牌子	3
给 别人 赠送 彩铃时 老 是 系统 繁忙	4
查 一下 然后 让 我 知道 明天 有 大连 去 广州 的 火车 吗	7
大理 空气质量 良 吗	6
洗碗机 切换 成 烘干 模式 吧	2
情感 咨询 热线 播放 一下 吧 ， 就是 王岚 主持 的 那个	3
回放 一下 CCTV1 今日说法 - 2021 - 145	11
你 又 把 8 点 吃药 的 事 给 忘记 了	4
聊天 开放 的 女人 有没有	1
是否 能 告诉 我 福州 飞 首尔 的 飞机 是 今天 的 吗	7
北极 紫薇 大帝 和 玄天 上帝 有何 关系	8
石家庄 从 建华 商厦 到 红旗 大街 和 槐安路 交叉口 乘 公交	7
他 也 跟 很多 现在 的 师兄弟 认识 了	10
2021 年 8 月 20 号 建立 提醒 看 中秋 晚会	4
播 一下 那个 陈浩民 版 的 天龙八部	5
湖南卫视 的 拥抱 幸福 播完 了 吗 帮 我 看 下	11
现在 你 帮 我 调到 北京 交通广播 的 新闻 晚 知道	3
重庆 风量 怎么样	6
什么 新 电影 介绍 给 我 看 吗	10
2021 年 在 中国 播出 的 十二 谭 讲解 视频 帮 我 播放 吧	0
最炫 国剧 风是 七点 结束 吧 帮 我 看 下	5
播放 动漫 天空 之 城	0
给 我 找 出来 单田芳 讲 的 隋唐演义 听听	9
我 昨晚 手机 充电 才 看见 你 信息 我 知道 了 他 知道 这事 吗	4
到 兰州 的 高速 怎么 走	7
消毒柜 已经 完成 消毒 任务 了 ， 把 它 关掉 。	2
有声 小说 父母 爱情 给 我播 一下	9
可遇 而 不可 求是 什么 意思	8
到 点 了 打开 广西 卫视 看 广西 新闻	11
今天 操场 多少度	6
杭州 气温 最近 情况 如何	6
为什么 马三立 是 相声 泰斗 而 侯宝林 是 相声 大师	9
讲 家庭 的 言情剧 金婚 请 给 我 放 一下	5
界首市 在 阜阳 吗 YESORNO	7
我要 听 陈菲 主持 的 菲菲 影院	3
告诉 我 一下 哪个 节日 是 农历 的 正月十五 啊	8
今年 的 几月 几号 是 圣 瓦伦丁 节	8
我 现在 要 听 唐家 三少 的 十二生肖 守护神	1
得 是 关于 股市 的 给 调到 广州 电台 股市 广播	3
6 月 1 日去 萍乡 最早 一趟 火车 是 几点 的 ？	7
明天 最 适合 穿 裙子 了 吗 ？	6
能 荣幸 成为 你 的 好友 吗	10
现在 帮 我 看 下 21 点有 去 沧州 的 长途 大巴 吗	7
给 他 最大 空调 风速 吹 一下	2
可以 帮 我 转到 河南 都市 的 孟子 约 吗 我 想 看 下	7
导演 解读 看 这部 电视剧 弥补 历史 知识 的 不足	11
赛尔 号 游戏 一共 有 几个 人 玩儿	5
你 不是 不用 吃饭 了 吗 你 不是 机器人 吗 不用 睡觉 不用 吃饭 的	10
播放 泰勒 斯威夫特 的 英文歌 love   story	1
中国 电视剧 传闻中 的 陈 芊芊 可以 播放 吗	5
播放 夏洛特 烦恼 那个 贺岁 电影	5
凡有 大腕 共演 就 一定 会 有 一 山难容 二虎 的 话题	0
来 一个 刘禹锡 的 望 洞庭	1
请 告知 本月 视频会议 是 在 周 几 哦	8
看看 美国 的 吸血鬼 日记	5
我们 不是 仇人 是 曾经 的 爱人 我 不会 那么 小气	1
产 前 虚弱 怎样 用 中药 调理	10
请 每天 下午 3 点 提醒 我 签到	4
九个 月 里 吴樾 脸上 得 了 皮囊 炎 腰部 患上 带状疱疹 差点 就 见 了 马克思	4
给 我 播放 一下 2020 年 抗疫 英雄 抗击 新冠 疫情 的 纪录片 吧	0
飞轮海 负伤 排舞谢 歌迷 为 保持 最佳 状态 进补 图	10
搜索 一下 CCTV7 正在 直播 的 节目	11
我国 现阶段 收入 分配 如何	6
换 一部 2021 年 最 搞笑 的 喜剧片	5
小子 在 那儿 买桶 水上 来	10
济南 的 空气质量 怎么样	6
请 给 续播 鲁宾逊 漂流记 的 第五章 俄语 版 的 小说	9
立马 给 我 记 一下 今天 晚上 去 参加 唱歌 局	4
给 我 播放 五月天 的 温柔	1
中秋节 是 农历 八月 十五 吗	8
中午 12 点 的 时候 请 你 提醒 我 把 水 拎 到 楼上 来	4
同样 是 在 两名 随行 的 助手 和 众多 保安 的 簇拥 下 李冰冰 迅速 离开 会场	10
关闭 暖气 进水 阀门	2
就 差 动作片 速度 与 激情 9 没看 了 ， 播放 它	5
农历 8 月 15 是 什么 节日	8
想 听任 素汐 的 乡村 歌曲 胡广生 了	1
查询 明天 辽宁 室内 气温 如何	6
想 看电视 青年 医生	5
我 想 你 给 我 找到 吴磊演 的 旋风 少女 2 给 我 播放 一下 呢	5
FM940 五星 体育 广播 帮 我 播放 一下	3
播放 且 听凤鸣	1
播放 魔 道 祖师 广播剧 第三季	5
我 想 听 中央广播电台 的 文艺 之声 ， 帮 我 放 一下	3
记得 提醒 我 明天 早上 7 点去 坐火车 的 闹钟	4
家里 温度 降下来 了 ， 现在 开启 空调 节能 模式 吧	2
电视 只有 声音 而 没有 图像 该 打 什么 号码 的 电话	2
我 理解 大家 这样 的 说法 我 也 承认 他 在 设计 造型 方面 是 很 有 天赋 的	4
那个 盗墓 笔记 秦岭 神树 第二集 的 花絮 帮 我 播放 一下	0
明天 早晨 7 点 起床 称重 的 闹铃 帮 我 制定 一下 。	4
说说看 星期日 是 什么 节日 呢	8
由于 羁押 一日 折抵 服刑 一日 目前 二毛 已 刑满释放 出狱 回家	5
定 闹钟 下午 三点 我 需要 提交 手中 的 PPT	4
云南 都市 十点 后 会 播放 什么 电视剧 帮 我 看 下	5
看到 有 什么 想法 会 写 下来	10
给 我 讲 一个 童话故事 卖火柴 的 小女孩	9
帮 我 打开 合肥 购物 看看 合肥 购物 正在 卖些 什么 东西	10
有 一个 WBS 的 作业 你 写 了 吗 项目管理 的	3
我要 听 希腊神话 这部 小说 的 法语 版	9
放 一个 狼来了 寓言 给 大家 听 吧	9
我 想 看 张大 仙玩 王者 荣耀 里 的 狄仁杰 的 视频 有 吗	0
我 想 看 童蕾 在 6 月 15 日 拍摄 都市 丽人 的 花絮 视频	0
今天 空气 好 干燥 ， 帮 我 把 加湿器 打开 吧	2
播放 连丽如 讲 的 康熙 私访	5
是不是 能 播放 一下 迪丽 热巴 的 长 歌行 啊	5
播放 一下 CCTV1 生活 提示 的 往期 视频	0
增加 每周 一 9 点 的 闹钟	4
活该 谁 让 你 不 提前 看书	4
最新 一期 的 王牌 对 王牌 播放 一下	0
播放 刀锋 下 的 替身	0
能 调到 河南 国际 查看 今天 有 什么 吸引 人 的 节目 吗	3
你 还 挺 逗 谁 说 有 彩灯 就 好看 啊	2
限播 令 势必 让 影视 公司 走上 精品化 道路	10
我要 听 王晓颖 的 市民 热线 帮 我 调下 频道 找 一下	3
得知 是 一名 台湾 着 名 主持人 后 孙海英 回答 不 认识	3
查 一下 八月 一号 是 星期日 吗	8
挨个儿 播放 专辑 我 的 小可爱 里 的 歌曲	1
2021 年 青春 电视剧 暗恋 橘生 淮南 花絮 播放 一下	0
请 帮 我 记 一下 后天 去 接 我 妈妈 出院	4
马上 开始 给 我 循环 播放 古 离别 这首 诗	9
帮 我 查询 明天 台湾 室外 温度 多少度	6
我 想 听 经济 类 的 无锡 经济 台	3
适合 跳舞 的 your   soul 播放	1
查询 海南 紫外线 情况	6
韩国 电影 无人之地 预告片 帮 我 找 一下	0
赶快 帮 我 搜 搜 去年 的 中秋节 是不是 星期五 呀	8
霍汶希 在 电话 中 懒得 理会 日日 多新 人物 不是 事实 不 回应	11
温州 去 长沙 的 硬卧 是 多少 钱 ？	7
给 我 打开 空气 净化器	2
周末 上午 会 下雨 吗 ？	6
我 想 你 现在 就 播放 吴磊 出演 的 长 歌行 的 第一集	5
澜湄 国际 卫视 一般 在 十点 左右 会 播放 什么 节目 帮 我 看 下	11
收听 一下 盛博 主持 的 1039 都市 调查组	3
武汉 今晚 9 点有 雪 么	6
麻烦 请 帮 我 设置 下 周三 上午 10 点 10 分 飞往 巴黎 的 闹钟 。	4
为此 日前 还 在 网上 留言 质疑 二人 相恋 不止 三个 月	4
帮 我 查询 一下 长沙 到 湘潭 的 汽车票	7
除 不 懂 爱情 傻瓜 的 爱情 李俊基 还有 什么 歌	1
播放 陈情 令 的 有声 小说	9
听 一下 赵英俊 的 送 你 一朵 小红花	1
长春 的 穿衣 指数 怎么样	6
你 能 给 我 播放 一个 王心凌 的 台湾 偶像剧 看看 吧	5
查询 兰州 紫外线	6
广播剧 默读 第二季 第一集 帮 我播 一下	5
播放 欧美 动漫 海绵 宝宝	0
明天 青藏 紫外线 多少	6
